DataSeries,year_month,arrivals
South Asia,2009-08,123548
Middle East,2009-08,32456
Oceania,2009-08,176188
Germany,2009-08,31629
Europe,2009-08,165159
France,2009-08,21179
United Kingdom,2009-08,59126
North America,2009-08,21377
Number Of Air Passenger Arrivals,2009-07,1543389
South East Asia,2009-07,626552
Vietnam,2009-07,56520
Indonesia,2009-07,199391
Malaysia,2009-07,166659
Philippines,2009-07,59492
Thailand,2009-07,116850
North East Asia,2009-07,352668
Mainland China,2009-07,118018
Hong Kong,2009-07,100816
Japan,2009-07,69284
South Asia,2009-07,130654
Middle East,2009-07,40799
Oceania,2009-07,175338
Germany,2009-07,34188
Europe,2009-07,180448
France,2009-07,23271
United Kingdom,2009-07,62764
North America,2009-07,25359
Number Of Air Passenger Arrivals,2009-06,1490813
South East Asia,2009-06,636136
Vietnam,2009-06,51779
Indonesia,2009-06,204891
Malaysia,2009-06,167333
Philippines,2009-06,65113
Thailand,2009-06,118518
North East Asia,2009-06,331112
Mainland China,2009-06,115988
Hong Kong,2009-06,91989
Japan,2009-06,53578
South Asia,2009-06,122470
Middle East,2009-06,41113
Oceania,2009-06,183366
Germany,2009-06,27111
Europe,2009-06,143426
France,2009-06,18242
United Kingdom,2009-06,54625
North America,2009-06,23193
Number Of Air Passenger Arrivals,2009-05,1331036
South East Asia,2009-05,559964
Vietnam,2009-05,45853
Indonesia,2009-05,172816
Malaysia,2009-05,134723
Philippines,2009-05,75233
Thailand,2009-05,103112
North East Asia,2009-05,295262
Mainland China,2009-05,104867
Hong Kong,2009-05,81740
Japan,2009-05,48805
South Asia,2009-05,124762
Middle East,2009-05,33113
Oceania,2009-05,166072
Germany,2009-05,25364
Europe,2009-05,123543
France,2009-05,16078
United Kingdom,2009-05,45375
North America,2009-05,19472
Number Of Air Passenger Arrivals,2009-04,1412496
South East Asia,2009-04,581414
Vietnam,2009-04,50834
Indonesia,2009-04,167220
Malaysia,2009-04,133477
Philippines,2009-04,76025
Thailand,2009-04,123331
North East Asia,2009-04,338723
Mainland China,2009-04,116884
Hong Kong,2009-04,97639
Japan,2009-04,58947
South Asia,2009-04,117835
Middle East,2009-04,34420
Oceania,2009-04,182303
Germany,2009-04,25635
Europe,2009-04,130693
France,2009-04,16510
United Kingdom,2009-04,47807
North America,2009-04,16452
Number Of Air Passenger Arrivals,2009-03,1396331
South East Asia,2009-03,584815
Vietnam,2009-03,49607
Indonesia,2009-03,166545
Malaysia,2009-03,138489
Philippines,2009-03,63251
Thailand,2009-03,134602
North East Asia,2009-03,329413
Mainland China,2009-03,109158
Hong Kong,2009-03,97801
Japan,2009-03,61365
South Asia,2009-03,111734
Middle East,2009-03,35324
Oceania,2009-03,171022
Germany,2009-03,26506
Europe,2009-03,135670
France,2009-03,15775
United Kingdom,2009-03,53207
North America,2009-03,18652
Number Of Air Passenger Arrivals,2009-02,1249465
South East Asia,2009-02,501952
Vietnam,2009-02,50706
Indonesia,2009-02,136347
Malaysia,2009-02,117627
Philippines,2009-02,58352
Thailand,2009-02,109665
North East Asia,2009-02,295448
Mainland China,2009-02,107264
Hong Kong,2009-02,73822
Japan,2009-02,58345
South Asia,2009-02,111979
Middle East,2009-02,24767
Oceania,2009-02,147791
Germany,2009-02,27143
Europe,2009-02,140023
France,2009-02,15597
United Kingdom,2009-02,54499
North America,2009-02,17467
Number Of Air Passenger Arrivals,2009-01,1492315
South East Asia,2009-01,553720
Vietnam,2009-01,53345
Indonesia,2009-01,147418
Malaysia,2009-01,122947
Philippines,2009-01,76354
Thailand,2009-01,121599
North East Asia,2009-01,362917
Mainland China,2009-01,121855
Hong Kong,2009-01,104877
Japan,2009-01,62018
South Asia,2009-01,140156
Middle East,2009-01,31807
Oceania,2009-01,196054
Germany,2009-01,30862
Europe,2009-01,165876
France,2009-01,19111
United Kingdom,2009-01,63598
North America,2009-01,26236
Number Of Air Passenger Arrivals,2008-12,1707899
South East Asia,2008-12,601987
Vietnam,2008-12,59832
Indonesia,2008-12,183634
Malaysia,2008-12,159509
Philippines,2008-12,58307
Thailand,2008-12,101534
North East Asia,2008-12,454431
Mainland China,2008-12,135491
Hong Kong,2008-12,127967
Japan,2008-12,89215
South Asia,2008-12,145702
Middle East,2008-12,40183
Oceania,2008-12,241222
Germany,2008-12,32113
Europe,2008-12,177953
France,2008-12,20159
United Kingdom,2008-12,66259
North America,2008-12,29165
Number Of Air Passenger Arrivals,2008-11,1462377
South East Asia,2008-11,526698
Vietnam,2008-11,50139
Indonesia,2008-11,159394
Malaysia,2008-11,111907
Philippines,2008-11,59311
Thailand,2008-11,112770
North East Asia,2008-11,382449
Mainland China,2008-11,127856
Hong Kong,2008-11,104332
Japan,2008-11,72697
South Asia,2008-11,132087
Middle East,2008-11,28457
Oceania,2008-11,189420
Germany,2008-11,31146
Europe,2008-11,164634
France,2008-11,18852
United Kingdom,2008-11,60629
North America,2008-11,25999
Number Of Air Passenger Arrivals,2008-10,1500119
South East Asia,2008-10,543096
Vietnam,2008-10,49751
Indonesia,2008-10,168158
Malaysia,2008-10,103137
Philippines,2008-10,63399
Thailand,2008-10,129602
North East Asia,2008-10,382833
Mainland China,2008-10,133087
Hong Kong,2008-10,95015
Japan,2008-10,76535
South Asia,2008-10,133494
Middle East,2008-10,28002
Oceania,2008-10,174967
Germany,2008-10,36362
Europe,2008-10,195944
France,2008-10,21400
United Kingdom,2008-10,71666
North America,2008-10,26781
Number Of Air Passenger Arrivals,2008-09,1395361
South East Asia,2008-09,511357
Vietnam,2008-09,43323
Indonesia,2008-09,183651
Malaysia,2008-09,97438
Philippines,2008-09,61630
Thailand,2008-09,99197
North East Asia,2008-09,334042
Mainland China,2008-09,111631
Hong Kong,2008-09,89435
Japan,2008-09,68895
South Asia,2008-09,123941
Middle East,2008-09,23188
Oceania,2008-09,187865
Germany,2008-09,32908
Europe,2008-09,179341
France,2008-09,19305
United Kingdom,2008-09,66557
North America,2008-09,22912
Number Of Air Passenger Arrivals,2008-08,1501358
South East Asia,2008-08,586346
Vietnam,2008-08,53216
Indonesia,2008-08,187969
Malaysia,2008-08,114605
Philippines,2008-08,62081
Thailand,2008-08,137978
North East Asia,2008-08,337736
Mainland China,2008-08,102597
Hong Kong,2008-08,87669
Japan,2008-08,76947
South Asia,2008-08,137064
Middle East,2008-08,27468
Oceania,2008-08,193976
Germany,2008-08,32808
Europe,2008-08,177393
France,2008-08,19853
United Kingdom,2008-08,64759
North America,2008-08,26545
Number Of Air Passenger Arrivals,2008-07,1568864
South East Asia,2008-07,584575
Vietnam,2008-07,55015
Indonesia,2008-07,180705
Malaysia,2008-07,110034
Philippines,2008-07,62418
Thailand,2008-07,148372
North East Asia,2008-07,382963
Mainland China,2008-07,125647
Hong Kong,2008-07,103069
Japan,2008-07,75366
South Asia,2008-07,137234
Middle East,2008-07,31732
Oceania,2008-07,190977
Germany,2008-07,34304
Europe,2008-07,191994
France,2008-07,21536
United Kingdom,2008-07,68201
North America,2008-07,34216
Number Of Air Passenger Arrivals,2008-06,1584192
South East Asia,2008-06,600280
Vietnam,2008-06,53829
Indonesia,2008-06,189121
Malaysia,2008-06,113576
Philippines,2008-06,62174
Thailand,2008-06,152480
North East Asia,2008-06,402675
Mainland China,2008-06,136440
Hong Kong,2008-06,107478
Japan,2008-06,76013
South Asia,2008-06,139527
Middle East,2008-06,32988
Oceania,2008-06,199348
Germany,2008-06,29435
Europe,2008-06,162071
France,2008-06,19336
United Kingdom,2008-06,57848
North America,2008-06,34896
Number Of Air Passenger Arrivals,2008-05,1482737
South East Asia,2008-05,571262
Vietnam,2008-05,48324
Indonesia,2008-05,162199
Malaysia,2008-05,111772
Philippines,2008-05,66619
Thailand,2008-05,155039
North East Asia,2008-05,369293
Mainland China,2008-05,129432
Hong Kong,2008-05,95414
Japan,2008-05,65245
South Asia,2008-05,151791
Middle East,2008-05,28214
Oceania,2008-05,184940
Germany,2008-05,24236
Europe,2008-05,135487
France,2008-05,16796
United Kingdom,2008-05,47698
North America,2008-05,30398
Number Of Air Passenger Arrivals,2008-04,1475385
South East Asia,2008-04,564960
Vietnam,2008-04,50666
Indonesia,2008-04,161639
Malaysia,2008-04,104943
Philippines,2008-04,66036
Thailand,2008-04,152979
North East Asia,2008-04,366045
Mainland China,2008-04,139610
Hong Kong,2008-04,86397
Japan,2008-04,68453
South Asia,2008-04,140704
Middle East,2008-04,27589
Oceania,2008-04,193714
Germany,2008-04,26449
Europe,2008-04,144680
France,2008-04,19013
United Kingdom,2008-04,47933
North America,2008-04,24345
Number Of Air Passenger Arrivals,2008-03,1575765
South East Asia,2008-03,608895
Vietnam,2008-03,54180
Indonesia,2008-03,168509
Malaysia,2008-03,117037
Philippines,2008-03,60251
Thailand,2008-03,176684
North East Asia,2008-03,398592
Mainland China,2008-03,137722
Hong Kong,2008-03,105421
Japan,2008-03,79438
South Asia,2008-03,143916
Middle East,2008-03,28294
Oceania,2008-03,195452
Germany,2008-03,27783
Europe,2008-03,158403
France,2008-03,18974
United Kingdom,2008-03,63031
North America,2008-03,28691
Number Of Air Passenger Arrivals,2008-02,1409338
South East Asia,2008-02,541942
Vietnam,2008-02,48291
Indonesia,2008-02,148677
Malaysia,2008-02,108511
Philippines,2008-02,55676
Thailand,2008-02,152019
North East Asia,2008-02,366007
Mainland China,2008-02,132459
Hong Kong,2008-02,88921
Japan,2008-02,71665
South Asia,2008-02,135867
Middle East,2008-02,20687
Oceania,2008-02,162371
Germany,2008-02,28355
Europe,2008-02,146462
France,2008-02,17364
United Kingdom,2008-02,58668
North America,2008-02,25046
Number Of Air Passenger Arrivals,2008-01,1521835
South East Asia,2008-01,550180
Vietnam,2008-01,43931
Indonesia,2008-01,152551
Malaysia,2008-01,94511
Philippines,2008-01,64629
Thailand,2008-01,164062
North East Asia,2008-01,383742
Mainland China,2008-01,133038
Hong Kong,2008-01,97150
Japan,2008-01,71672
South Asia,2008-01,162446
Middle East,2008-01,23311
Oceania,2008-01,189945
Germany,2008-01,30597
Europe,2008-01,163561
France,2008-01,19923
United Kingdom,2008-01,64498
North America,2008-01,33486
Number Of Air Passenger Arrivals,2007-12,1723309
South East Asia,2007-12,599529
Vietnam,2007-12,51748
Indonesia,2007-12,178770
Malaysia,2007-12,107938
Philippines,2007-12,48207
Thailand,2007-12,178989
North East Asia,2007-12,489850
Mainland China,2007-12,166858
Hong Kong,2007-12,121444
Japan,2007-12,97851
South Asia,2007-12,153301
Middle East,2007-12,28692
Oceania,2007-12,235390
Germany,2007-12,28559
Europe,2007-12,161233
France,2007-12,19703
United Kingdom,2007-12,64291
North America,2007-12,37573
Number Of Air Passenger Arrivals,2007-11,1509807
South East Asia,2007-11,551436
Vietnam,2007-11,44778
Indonesia,2007-11,157850
Malaysia,2007-11,104064
Philippines,2007-11,51913
Thailand,2007-11,164663
North East Asia,2007-11,416660
Mainland China,2007-11,148113
Hong Kong,2007-11,106517
Japan,2007-11,78695
South Asia,2007-11,130041
Middle East,2007-11,22708
Oceania,2007-11,189722
Germany,2007-11,29019
Europe,2007-11,153038
France,2007-11,18514
United Kingdom,2007-11,61480
North America,2007-11,32855
Number Of Air Passenger Arrivals,2007-10,1476108
South East Asia,2007-10,547890
Vietnam,2007-10,40552
Indonesia,2007-10,167311
Malaysia,2007-10,99235
Philippines,2007-10,54003
Thailand,2007-10,163311
North East Asia,2007-10,394837
Mainland China,2007-10,143673
Hong Kong,2007-10,98724
Japan,2007-10,76832
South Asia,2007-10,122685
Middle East,2007-10,24634
Oceania,2007-10,163928
Germany,2007-10,32855
Europe,2007-10,173329
France,2007-10,19737
United Kingdom,2007-10,64881
North America,2007-10,33431
Number Of Air Passenger Arrivals,2007-09,1393988
South East Asia,2007-09,502030
Vietnam,2007-09,38696
Indonesia,2007-09,151679
Malaysia,2007-09,95767
Philippines,2007-09,51798
Thailand,2007-09,140676
North East Asia,2007-09,368433
Mainland China,2007-09,132192
Hong Kong,2007-09,90832
Japan,2007-09,77422
South Asia,2007-09,122675
Middle East,2007-09,21155
Oceania,2007-09,181933
Germany,2007-09,30469
Europe,2007-09,156617
France,2007-09,15635
United Kingdom,2007-09,60357
North America,2007-09,27466
Number Of Air Passenger Arrivals,2007-08,1486512
South East Asia,2007-08,569345
Vietnam,2007-08,49643
Indonesia,2007-08,172168
Malaysia,2007-08,111549
Philippines,2007-08,54720
Thailand,2007-08,155438
North East Asia,2007-08,385853
Mainland China,2007-08,127668
Hong Kong,2007-08,100146
Japan,2007-08,81654
South Asia,2007-08,131190
Middle East,2007-08,22611
Oceania,2007-08,176336
Germany,2007-08,29704
Europe,2007-08,155470
France,2007-08,16295
United Kingdom,2007-08,60217
North America,2007-08,31123
Number Of Air Passenger Arrivals,2007-07,1527157
South East Asia,2007-07,559980
Vietnam,2007-07,46311
Indonesia,2007-07,167997
Malaysia,2007-07,103513
Philippines,2007-07,55418
Thailand,2007-07,162225
North East Asia,2007-07,413552
Mainland China,2007-07,143141
Hong Kong,2007-07,107897
Japan,2007-07,77197
South Asia,2007-07,131313
Middle East,2007-07,25620
Oceania,2007-07,173056
Germany,2007-07,32539
Europe,2007-07,168316
France,2007-07,17694
United Kingdom,2007-07,62617
North America,2007-07,40396
Number Of Air Passenger Arrivals,2007-06,1540784
South East Asia,2007-06,573523
Vietnam,2007-06,46606
Indonesia,2007-06,177974
Malaysia,2007-06,110366
Philippines,2007-06,56489
Thailand,2007-06,156237
North East Asia,2007-06,418322
Mainland China,2007-06,149778
Hong Kong,2007-06,108706
Japan,2007-06,75029
South Asia,2007-06,130487
Middle East,2007-06,29726
Oceania,2007-06,196206
Germany,2007-06,26740
Europe,2007-06,141007
France,2007-06,16034
United Kingdom,2007-06,55303
North America,2007-06,39038
Number Of Air Passenger Arrivals,2007-05,1370474
South East Asia,2007-05,526460
Vietnam,2007-05,38399
Indonesia,2007-05,152673
Malaysia,2007-05,105854
Philippines,2007-05,58802
Thailand,2007-05,146480
North East Asia,2007-05,345506
Mainland China,2007-05,123590
Hong Kong,2007-05,89535
Japan,2007-05,59449
South Asia,2007-05,138375
Middle East,2007-05,22765
Oceania,2007-05,176554
Germany,2007-05,23393
Europe,2007-05,115389
France,2007-05,13349
United Kingdom,2007-05,43459
North America,2007-05,34379
Number Of Air Passenger Arrivals,2007-04,1423826
South East Asia,2007-04,534387
Vietnam,2007-04,41803
Indonesia,2007-04,147112
Malaysia,2007-04,102722
Philippines,2007-04,60633
Thailand,2007-04,156979
North East Asia,2007-04,375616
Mainland China,2007-04,138175
Hong Kong,2007-04,92761
Japan,2007-04,68899
South Asia,2007-04,133643
Middle East,2007-04,25218
Oceania,2007-04,188711
Germany,2007-04,25427
Europe,2007-04,123952
France,2007-04,15069
United Kingdom,2007-04,45498
North America,2007-04,27952
Number Of Air Passenger Arrivals,2007-03,1458457
South East Asia,2007-03,554532
Vietnam,2007-03,42650
Indonesia,2007-03,157949
Malaysia,2007-03,106953
Philippines,2007-03,58002
Thailand,2007-03,160829
North East Asia,2007-03,369383
Mainland China,2007-03,126320
Hong Kong,2007-03,92345
Japan,2007-03,77476
South Asia,2007-03,132444
Middle East,2007-03,25781
Oceania,2007-03,188349
Germany,2007-03,29374
Europe,2007-03,142706
France,2007-03,15705
United Kingdom,2007-03,57237
North America,2007-03,31400
Number Of Air Passenger Arrivals,2007-02,1297496
South East Asia,2007-02,473927
Vietnam,2007-02,32517
Indonesia,2007-02,125107
Malaysia,2007-02,92677
Philippines,2007-02,50517
Thailand,2007-02,147180
North East Asia,2007-02,347826
Mainland China,2007-02,122727
Hong Kong,2007-02,83143
Japan,2007-02,71944
South Asia,2007-02,117445
Middle East,2007-02,20593
Oceania,2007-02,159850
Germany,2007-02,28485
Europe,2007-02,137957
France,2007-02,15092
United Kingdom,2007-02,54481
North America,2007-02,29482
Number Of Air Passenger Arrivals,2007-01,1431639
South East Asia,2007-01,526980
Vietnam,2007-01,36858
Indonesia,2007-01,143867
Malaysia,2007-01,94108
Philippines,2007-01,62450
Thailand,2007-01,161735
North East Asia,2007-01,343828
Mainland China,2007-01,105509
Hong Kong,2007-01,87483
Japan,2007-01,71362
South Asia,2007-01,141806
Middle East,2007-01,23514
Oceania,2007-01,185516
Germany,2007-01,31825
Europe,2007-01,158606
France,2007-01,17027
United Kingdom,2007-01,62540
North America,2007-01,38094
Number Of Air Passenger Arrivals,2006-12,1660695
South East Asia,2006-12,607788
Vietnam,2006-12,39131
Indonesia,2006-12,179062
Malaysia,2006-12,110150
Philippines,2006-12,48634
Thailand,2006-12,198577
North East Asia,2006-12,449720
Mainland China,2006-12,145409
Hong Kong,2006-12,114543
Japan,2006-12,90975
South Asia,2006-12,134183
Middle East,2006-12,27594
Oceania,2006-12,225338
Germany,2006-12,31856
Europe,2006-12,161276
France,2006-12,16832
United Kingdom,2006-12,66133
North America,2006-12,40415
Number Of Air Passenger Arrivals,2006-11,1422379
South East Asia,2006-11,524123
Vietnam,2006-11,32874
Indonesia,2006-11,147479
Malaysia,2006-11,102994
Philippines,2006-11,49162
Thailand,2006-11,164219
North East Asia,2006-11,391635
Mainland China,2006-11,134529
Hong Kong,2006-11,100719
Japan,2006-11,76716
South Asia,2006-11,112285
Middle East,2006-11,22132
Oceania,2006-11,178725
Germany,2006-11,29625
Europe,2006-11,149290
France,2006-11,17988
United Kingdom,2006-11,60256
North America,2006-11,32447
Number Of Air Passenger Arrivals,2006-10,1412937
South East Asia,2006-10,520812
Vietnam,2006-10,34829
Indonesia,2006-10,160780
Malaysia,2006-10,97096
Philippines,2006-10,51573
Thailand,2006-10,153450
North East Asia,2006-10,375456
Mainland China,2006-10,133232
Hong Kong,2006-10,92040
Japan,2006-10,73847
South Asia,2006-10,109832
Middle East,2006-10,22717
Oceania,2006-10,163261
Germany,2006-10,35917
Europe,2006-10,175904
France,2006-10,20464
United Kingdom,2006-10,66574
North America,2006-10,32525
Number Of Air Passenger Arrivals,2006-09,1314222
South East Asia,2006-09,479164
Vietnam,2006-09,31901
Indonesia,2006-09,145383
Malaysia,2006-09,92909
Philippines,2006-09,45648
Thailand,2006-09,143122
North East Asia,2006-09,336442
Mainland China,2006-09,116321
Hong Kong,2006-09,83139
Japan,2006-09,71342
South Asia,2006-09,107549
Middle East,2006-09,18131
Oceania,2006-09,170053
Germany,2006-09,32676
Europe,2006-09,162743
France,2006-09,18479
United Kingdom,2006-09,61131
North America,2006-09,28059
Number Of Air Passenger Arrivals,2006-08,1396172
South East Asia,2006-08,528344
Vietnam,2006-08,37073
Indonesia,2006-08,154972
Malaysia,2006-08,104040
Philippines,2006-08,46593
Thailand,2006-08,161218
